Permiso CRE,Place ID,Marca,Estacion,Direccion,Municipio,Estado,Region,Lat,Lon
PL/8637/EXP/ES/2015,9791,,GASOLINERIA ZAPATA SA DE CV,,Emiliano Zapata,Morelos,Centro,18.83408,-99.18542
PL/8638/EXP/ES/2015,9752,,SERVICIOS ECOLOGICOS DE CALKINI SA DE CV,,Valladolid,Yucatán,Sureste,20.69297,-88.17337
PL/8639/EXP/ES/2015,9508,,SERVICIO 8 SABLES SA DE CV,,Xochitepec,Morelos,Centro,18.79593,-99.20332
PL/864/EXP/ES/2015,2253,,GASOLINERIA TURQUESA S DE RL DE CV,,,México,Centro,19.67295,-99.07876
PL/8640/EXP/ES/2015,9774,,SERVICIO MIGUEL ANGEL SA DE CV,,Xalatlaco,México,Centro,19.17859,-99.43786
PL/8641/EXP/ES/2015,9701,,SUPER SERVICIO JUMM SA DE CV,,Zapotlán el Grande,Jalisco,Occidente,19.66713,-103.4857
PL/8642/EXP/ES/2015,9421,,OPERADORA ALMOFAR SA DE CV,,Xochitepec,Morelos,Centro,18.74971,-99.20309
PL/8643/EXP/ES/2015,9403,,SERVICIOS GASOLINEROS PIVAL S DE RL DE CV,,Nuevo Laredo,Tamaulipas,Noreste,27.4446,-99.5221
PL/8644/EXP/ES/2015,9503,,SERVICIO LEOPARD SA DE CV,,Cuernavaca,Morelos,Centro,18.93892,-99.23093
PL/8645/EXP/ES/2015,9887,,ATZEL BELEN VALDEZ BARRERA,,Joquicingo,México,Centro,19.04732,-99.54198
PL/8646/EXP/ES/2015,9661,,PATRICIA MATA VARGAS,,Tianguistenco,México,Centro,19.18149,-99.47605
PL/8647/EXP/ES/2015,9892,,GASOLINERA DE VILLA HIDALGO SA DE CV,,Santiago Ixcuintla,Nayarit,Noroeste,21.74238,-105.234
PL/8648/EXP/ES/2015,9331,,GASOLINERA DE VILLA HIDALGO SA DE CV,,,Nayarit,Noroeste,21.66553,-105.3282
PL/8649/EXP/ES/2015,9745,,ESTACION DE SERVICIO LA SABUGA SA DE CV,,Amozoc,Puebla,Centro,19.03835,-98.03307
PL/865/EXP/ES/2015,2566,,SERVICIO MOLINOS S DE RL DE CV,,Cuernavaca,Morelos,Centro,18.9601,-99.24599
PL/8650/EXP/ES/2015,9500,,ESTACION DE SERVICIOS GEMMA-ATLIXCO SA DE CV,,Atlixco,Puebla,Centro,18.90126,-98.4175
PL/8651/EXP/ES/2015,9443,,SERVICIO JAVIER MEZA SA DE CV,,Tláhuac,Ciudad de México,Centro,19.26505,-99.00661
PL/8652/EXP/ES/2015,9874,,IMPULSORA ENERGETICA SA DE CV,,Guadalajara,Jalisco,Occidente,20.70263,-103.2815
PL/8653/EXP/ES/2015,9836,,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,,Nezahualcóyotl,México,Centro,19.37643,-98.98045
PL/8654/EXP/ES/2015,9802,,JULIA AMARO COTA,,Nezahualcóyotl,México,Centro,19.39222,-99.00134
PL/8655/EXP/ES/2015,9337,,SERVICIOS ESPECIALIZADOS FLOROM SA DE CV,,Iguala de la Independencia,Guerrero,Sur,18.34657,-99.55006
PL/8656/EXP/ES/2015,9768,,AUTO SERVICIO AIRAPI SA DE CV,,,Baja California Sur,Noroeste,24.13339,-110.3122
PL/8657/EXP/ES/2015,9311,,SERVICIOS ESPECIALIZADOS FLOROM SA DE CV,,Tepecoacuilco de Trujano,Guerrero,Sur,18.16234,-99.55203
PL/8658/EXP/ES/2015,9545,,SUPER SERVICIO ORIENTE SA DE CV,,Guadalupe,Nuevo León,Noreste,25.70936,-100.1925
PL/8659/EXP/ES/2015,9405,,SERVICIO ACULCO SA DE CV,,Aculco,México,Centro,20.09445,-99.80057
PL/866/EXP/ES/2015,2072,,AUTOCONSUMO LOS PINOS S DE RL DE CV,,Tlalpan,Ciudad de México,Centro,19.30205,-99.16505
PL/8660/EXP/ES/2015,9572,,SAC XIB CHAAC SA DE CV,,Umán,Yucatán,Sureste,20.8784,-89.7733
PL/8661/EXP/ES/2015,9596,,SERVICIOS ECOLOGICOS DE CALKINI SA DE CV,,Valladolid,Yucatán,Sureste,20.71046,-88.20277
PL/8662/EXP/ES/2015,9895,,SERVICIO SAN BERNABE SA DE CV,,Monterrey,Nuevo León,Noreste,25.75733,-100.3982
PL/8663/EXP/ES/2015,9742,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Gral. Escobedo,Nuevo León,Noreste,25.79336,-100.2929
PL/8664/EXP/ES/2015,9476,,OPERADORA LA SABANA SA DE CV,,Acapulco de Juárez,Guerrero,Sur,16.78575,-99.79404
PL/8665/EXP/ES/2015,9638,,LUIS PEREZ GARCIA,,Matehuala,San Luis Potosí,Noreste,23.62617,-100.6525
PL/8666/EXP/ES/2015,9651,,GASOLINERAS GRUPO JURADO SA DE CV,,Hidalgo del Parral,Chihuahua,Norte,26.93463,-105.6331
PL/8667/EXP/ES/2015,9356,,SERVICIO MORELOS ZACATECAS SA DE CV,,Morelos,Zacatecas,Occidente,22.86131,-102.6247
PL/8668/EXP/ES/2015,9444,,TECNI SERVICIO AUTOMOTRIZ DEL CENTRO SA DE CV,,La Piedad,Michoacán,Occidente,20.34763,-102.0293
PL/8669/EXP/ES/2015,9760,,MULTISERVICIOS ESPECIALIZADOS MORITA SOCIEDAD ANONIMA DE CAPITAL VARIABLE,,Encarnación de Díaz,Jalisco,Occidente,21.53213,-102.2444
PL/867/EXP/ES/2015,2327,,GASOLINERIA RUBI S DE RL DE CV,,Temixco,Morelos,Centro,18.83838,-99.23139
PL/8670/EXP/ES/2015,9529,,SOLUCIONES P&L S A P I DE CV,,Ixtapaluca,México,Centro,19.30846,-98.83291
PL/8671/EXP/ES/2015,9727,,SERVICIO COLON SA DE CV,,Zacatecas,Zacatecas,Occidente,22.77004,-102.5819
PL/8672/EXP/ES/2015,9302,,GASPASA GASOLINAS SA DE CV,,Mazatlán,Sinaloa,Noroeste,23.24664,-106.4361
PL/8673/EXP/ES/2015,9865,,MAURICIO JURADO TORRES,,Puerto Peñasco,Sonora,Noroeste,31.33937,-113.5623
PL/8674/EXP/ES/2015,9851,,AUTOSERVICIO BENITEZ SA DE CV,,Tecate,Baja California,Noroeste,32.56632,-116.6329
PL/8675/EXP/ES/2015,9718,,AUTOSERVICIO BENITEZ SA DE CV,,Tijuana,Baja California,Noroeste,32.52005,-117.0201
PL/8676/EXP/ES/2015,9413,,AUTOSERVICIO BENITEZ SA DE CV,,Tecate,Baja California,Noroeste,32.54026,-116.4168
PL/8677/EXP/ES/2015,9434,,SERVICIO HORTA DE ENSENADA SA DE CV,,,Baja California,Noroeste,30.72172,-115.9892
PL/8678/EXP/ES/2015,9692,,SERVICIO COLON SA DE CV,,Guadalupe,Zacatecas,Occidente,22.751,-102.4613
PL/8679/EXP/ES/2015,9756,,COMBUSTIBLES PINOS ALTOS SA DE CV,,Chihuahua,Chihuahua,Norte,28.53977,-106.1669
PL/868/EXP/ES/2015,2054,,SERVICIO SEVILLA S DE RL DE CV,,,México,Centro,19.58616,-99.1973
PL/8680/EXP/ES/2015,9492,,SERVICIOS UNIDOS SA,,Tampico,Tamaulipas,Noreste,22.24678,-97.87308
PL/8681/EXP/ES/2015,9879,,MULTISERVICIOS ESPECIALIZADOS MORITA SOCIEDAD ANONIMA DE CAPITAL VARIABLE,,Pabellón de Arteaga,Aguascalientes,Occidente,22.17026,-102.2463
PL/8682/EXP/ES/2015,9759,,SUPER SERVICIO 5 DE MAYO SA DE CV,,Matehuala,San Luis Potosí,Noreste,23.62069,-100.6397
PL/8683/EXP/ES/2015,9891,,GRUPO GASOLINERO 4 SEÑORIOS SA DE CV,,Chignahuapan,Puebla,Centro,19.85943,-98.01892
PL/8684/EXP/ES/2015,9761,,LUIS LAURO TORRES VELEZ,,Cuatro Ciénegas,Coahuila,Noreste,26.98405,-102.0652
PL/8685/EXP/ES/2015,9454,,SERVICIO NEIRA SA DE CV,,Monclova,Coahuila,Noreste,26.91449,-101.4233
PL/8686/EXP/ES/2015,9878,,SERVICIOS LA PRIMAVERA SA DE CV,,Gabriel Zamora,Michoacán,Occidente,19.19526,-101.917
PL/8687/EXP/ES/2015,9379,,SERVIGAS JIMAL SA DE CV,,Gral. Escobedo,Nuevo León,Noreste,25.77833,-100.2871
PL/8688/EXP/ES/2015,9291,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Monterrey,Nuevo León,Noreste,25.68759,-100.2964
PL/8689/EXP/ES/2015,9628,,AUTOSERVICIO BENITEZ SA DE CV,,Tijuana,Baja California,Noroeste,32.47944,-116.8787
PL/869/EXP/ES/2015,2256,,ESTACION RAEL S DE RL DE CV,,Tijuana,Baja California,Noroeste,32.50251,-116.8668
PL/8690/EXP/ES/2015,9518,,LUIS ALVAREZ E HIJOS SA DE CV,,Tijuana,Baja California,Noroeste,32.51356,-116.8679
PL/8691/EXP/ES/2015,9824,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Guadalupe,Nuevo León,Noreste,25.71088,-100.221
PL/8692/EXP/ES/2015,9897,,GASOLINERA BORJA SA DE CV,,Cajeme,Sonora,Noroeste,27.46467,-109.9453
PL/8693/EXP/ES/2015,9399,,GASOLINERA LOS ENCINOS SA DE CV,,Nogales,Sonora,Noroeste,31.29792,-110.9542
PL/8694/EXP/ES/2015,9636,,RAUL BADILLO RAMIREZ,,Huejutla de Reyes,Hidalgo,Centro,21.15158,-98.41637
PL/8695/EXP/ES/2015,9684,,GASOLINERIA FOY DE TUXPAN SA DE CV,,Tuxpan,Veracruz,Golfo,20.96691,-97.39955
PL/8696/EXP/ES/2015,9528,,SERVICIO TULCINGO SA DE CV,,Iztapalapa,Ciudad de México,Centro,19.31467,-99.07059
PL/8697/EXP/ES/2015,9657,,KURHIKUAERI SA DE CV,,Chimalhuacán,México,Centro,19.41723,-98.93101
PL/8698/EXP/ES/2015,9677,,EVERARDO LARA COVARRUBIAS,,Chimalhuacán,México,Centro,19.42536,-98.96789
PL/8699/EXP/ES/2015,9317,,SERVICIO MANTARRAYA SA DE CV,,Acapulco de Juárez,Guerrero,Sur,16.79061,-99.80086
PL/870/EXP/ES/2015,2171,,GRUPO GOCALVI SA DE CV,,Juárez,Chihuahua,Norte,31.72176,-106.4938
PL/8700/EXP/ES/2015,9303,,GASOLINERIA FOY DE ALAMO SA DE CV,,Álamo Temapache,Veracruz,Golfo,20.95615,-97.71209
PL/8701/EXP/ES/2015,9546,,SUMINISTROS DE COMBUSTIBLE DIESEL Y GASOLINA SA DE CV,,Huamantla,Tlaxcala,Centro,19.33829,-97.97279
PL/8702/EXP/ES/2015,9724,,OPERADORA DE ESTACIONES DE GASOLINA SA DE CV,,Lerma,México,Centro,19.28634,-99.52667
PL/8703/EXP/ES/2015,9921,,KOPLA S DE RL DE CV,,Zinapécuaro,Michoacán,Occidente,19.86195,-100.8345
PL/8704/EXP/ES/2015,9352,,GASOLINERA FAZA SA DE CV,,,Coahuila,Noreste,25.54821,-103.4475
PL/8705/EXP/ES/2015,9683,,SERVICIO NAINARI SA DE CV,,Cajeme,Sonora,Noroeste,27.46442,-109.9335
PL/8706/EXP/ES/2015,9778,,GASOLINERIAS PS SA DE CV,,Xochimilco,Ciudad de México,Centro,19.2663,-99.11634
PL/8707/EXP/ES/2015,9371,,GASOLINERA FOY DE PAPANTLA SA DE CV,,Papantla,Veracruz,Golfo,20.46344,-97.30715
PL/8708/EXP/ES/2015,9726,,SERVICIO HERNANDEZ GASOLINERA SA DE CV,,Hidalgo del Parral,Chihuahua,Norte,26.93051,-105.664
PL/8709/EXP/ES/2015,9764,,MARIA DE JESUS WONG VILLARREAL,,Mazatán,Chiapas,Sur,14.88536,-92.45301
PL/871/EXP/ES/2015,2350,,ARY SUPER SERVICIOS IV SA DE CV,,,Coahuila,Noreste,25.51376,-103.3939
PL/8710/EXP/ES/2015,9583,,AUTOSERVICIO OLMECA S.A. DE C.V.,,Centro,Tabasco,Golfo,17.98854,-92.98189
PL/8711/EXP/ES/2015,9753,,SERVICIO NAINARI LAS TORRES SA DE CV,,Cajeme,Sonora,Noroeste,27.4915,-109.9052
PL/8712/EXP/ES/2015,9835,,SUPER GASOLINERAS DE LA FRONTERA SA DE CV,,Hermosillo,Sonora,Noroeste,29.14212,-111.0246
PL/8713/EXP/ES/2015,9817,,SUPER SERVICIO ATIZAPAN SA DE CV,,Atizapán de Zaragoza,México,Centro,19.56764,-99.25224
PL/8714/EXP/ES/2015,9898,,SUPER SERVICIO BULEVARES SA DE CV,,Naucalpan de Juárez,México,Centro,19.48882,-99.24096
PL/8715/EXP/ES/2015,9740,,COMBUSTIBLES REYMEX S DE RL DE CV,,Hermosillo,Sonora,Noroeste,29.0813,-111.0373
PL/8716/EXP/ES/2015,9485,,SERVICIO FAS SA DE CV,,,México,Centro,19.52122,-99.2119
PL/8717/EXP/ES/2015,9510,,CRISTINA RICO,,Villagrán,Guanajuato,Occidente,20.52639,-100.9963
PL/8718/EXP/ES/2015,9741,,Estación de Servicio Bustamante SA de CV,,Texcoco,México,Centro,19.55254,-98.80042
PL/8719/EXP/ES/2015,9658,,SERVICIO COMONFORT SA DE CV,,Cuauhtémoc,Ciudad de México,Centro,19.44478,-99.13486
PL/872/EXP/ES/2015,2266,,GAELI DIESEL SA DE CV,,Carmen,Campeche,Sureste,18.65904,-91.83187
PL/8720/EXP/ES/2015,9713,,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,,Nogales,Sonora,Noroeste,31.30327,-110.9365
PL/8721/EXP/ES/2015,9909,,GRUPO RAM VAL SA DE CV,,Tezoyuca,México,Centro,19.60095,-98.93912
PL/8722/EXP/ES/2015,9816,,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,,Nogales,Sonora,Noroeste,31.25879,-110.9512
PL/8723/EXP/ES/2015,9700,,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,,Nogales,Sonora,Noroeste,31.29773,-110.9156
PL/8724/EXP/ES/2015,9785,,GASOLINERIA TORNADO SA DE CV,,Uruapan,Michoacán,Occidente,19.40495,-102.0493
PL/8725/EXP/ES/2015,9736,,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,,Nogales,Sonora,Noroeste,31.2783,-110.9408
PL/8726/EXP/ES/2015,9805,,MULTISERVICIO ROJAS SA DE CV,,Juchipila,Zacatecas,Occidente,21.4204,-103.1113
PL/8727/EXP/ES/2015,9649,,AUTOSERVICIOS TIERRA CALIENTE SA DE CV,,Pungarabato,Guerrero,Sur,18.34319,-100.653
PL/8728/EXP/ES/2015,9838,,MULTISERVICIO ROJAS SA DE CV,,Moyahua de Estrada,Zacatecas,Occidente,21.26252,-103.1595
PL/8729/EXP/ES/2015,9775,,GASOLINERA LOS ANGELES SA DE CV,,Nogales,Sonora,Noroeste,31.31102,-110.9439
PL/873/EXP/ES/2015,2424,,INDUSTRIAS CEBRA SA DE CV,,Guadalajara,Jalisco,Occidente,20.63894,-103.3643
PL/8730/EXP/ES/2015,9499,,ESTACION DE SERVICIO PUERTA GRANDE S DE RL DE CV,,Playas de Rosarito,Baja California,Noroeste,32.36224,-117.0497
PL/8731/EXP/ES/2015,9920,,SERVICIO TLATILCO SA DE CV,,Naucalpan de Juárez,México,Centro,19.46663,-99.2377
PL/8732/EXP/ES/2015,9374,,SERVI TALLERES SA DE CV,,Benito Juárez,Quintana Roo,Sureste,21.17662,-86.83969
PL/8733/EXP/ES/2015,9511,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.80396,-108.9911
PL/8734/EXP/ES/2015,9473,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.82391,-108.9705
PL/8735/EXP/ES/2015,9803,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.77943,-109.0018
PL/8736/EXP/ES/2015,9549,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.79141,-108.996
PL/8737/EXP/ES/2015,9314,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.79728,-109.0257
PL/8738/EXP/ES/2015,9889,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.78156,-108.9871
PL/8739/EXP/ES/2015,9688,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.7832,-108.8765
PL/874/EXP/ES/2015,2205,,"GRUPO LONOR, S.A. DE C.V.  E11919",,Frontera Comalapa,Chiapas,Sur,15.8336,-91.96599
PL/8740/EXP/ES/2015,9699,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Ahome,Sinaloa,Noroeste,25.92038,-109.172
PL/8741/EXP/ES/2015,9602,,CIMA DEL TAJIN SA DE CV,,Poza Rica de Hidalgo,Veracruz,Golfo,20.51746,-97.469
PL/8742/EXP/ES/2015,9910,,SUPER SERVICIO SANTA MONICA SA DE CV,,Morelia,Michoacán,Occidente,19.70039,-101.2084
PL/8743/EXP/ES/2015,9614,,PETROPLAZAS SA DE CV,,Mazatlán,Sinaloa,Noroeste,23.23116,-106.4226
PL/8744/EXP/ES/2015,9594,,GASPASA GASOLINAS SA DE CV,,Mazatlán,Sinaloa,Noroeste,23.23449,-106.4142
PL/8745/EXP/ES/2015,9589,,METRO COMBUSTIBLES DEL BAJIO SA DE CV,,Tultitlán,México,Centro,19.63392,-99.16003
PL/8746/EXP/ES/2015,9663,,GASPASA GASOLINAS SA DE CV,,Mazatlán,Sinaloa,Noroeste,23.24495,-106.4212
PL/8747/EXP/ES/2015,9514,,PETROPLAZAS SA DE CV,,Mazatlán,Sinaloa,Noroeste,23.25019,-106.3988
PL/8748/EXP/ES/2015,9601,,SERVICIO TEOLOYUCAN NUEVO SIGLO SA DE CV,,Cuautitlán,México,Centro,19.74986,-99.13133
PL/8749/EXP/ES/2015,9561,,"GRUPO EMPRESARIAL ZAYHA, S.A. DE C.V.",,Ixmiquilpan,Hidalgo,Centro,20.48054,-99.22734
PL/875/EXP/ES/2015,2381,,SERVICIO EFIGAS S DE RL DE CV,,Tijuana,Baja California,Noroeste,32.52652,-116.949
PL/8750/EXP/ES/2015,9610,,GASOLINERA FOS TIHUATLAN SA DE CV,,Tihuatlán,Veracruz,Golfo,20.71652,-97.53214
PL/8751/EXP/ES/2015,9437,,ESTACIONES DE SERVICIO PENINSULARES SA DE CV,,Los Cabos,Baja California Sur,Noroeste,22.90143,-109.8972
PL/8752/EXP/ES/2015,9464,,MULTISERVICIOS ESPECIALIZADOS MORITA SOCIEDAD ANONIMA DE CAPITAL VARIABLE,,Aguascalientes,Aguascalientes,Occidente,21.80068,-102.2835
PL/8753/EXP/ES/2015,9537,,SERVICIO CASCADA SA DE CV,,Puebla,Puebla,Centro,19.05418,-98.19241
PL/8754/EXP/ES/2015,9819,,ESTACIONES DE SERVICIO PENINSULARES SA DE CV,,Los Cabos,Baja California Sur,Noroeste,22.92377,-109.9268
PL/8755/EXP/ES/2015,9370,,GASOLINERA FOY CERRO AZUL SA DE CV,,Gutiérrez Zamora,Veracruz,Golfo,20.44642,-97.09228
PL/8756/EXP/ES/2015,9641,,SERVICIO COLIBRI SA DE CV,,Puebla,Puebla,Centro,18.99786,-98.18936
PL/8757/EXP/ES/2015,9612,,ESTACIONES DE SERVICIO PENINSULARES SA DE CV,,Los Cabos,Baja California Sur,Noroeste,22.89905,-109.9563
PL/8758/EXP/ES/2015,9809,,SERVICIO ZACAPU SA DE CV,,Zacapu,Michoacán,Occidente,19.80832,-101.7827
PL/8759/EXP/ES/2015,9384,,SERVI PENINSULAR SA DE CV,,Mérida,Yucatán,Sureste,20.98653,-89.65797
PL/876/EXP/ES/2015,2536,,SERVICIO DRAKO S DE RL DE CV,,Tijuana,Baja California,Noroeste,32.49984,-116.9091
PL/8760/EXP/ES/2015,9916,,MULTISERVICIO ROJAS SA DE CV,,Apozol,Zacatecas,Occidente,21.46527,-103.0909
PL/8761/EXP/ES/2015,9502,,SANTA MARIA DE LAS NIEVES SA DE CV,,General Francisco R. Murguía,Zacatecas,Occidente,23.99487,-103.036
PL/8762/EXP/ES/2015,9743,,BURGOS PLUS GASOLINERAS SA DE CV,,Reynosa,Tamaulipas,Noreste,26.00836,-98.20662
PL/8763/EXP/ES/2015,9535,,SINERGIA DE ENERGETICOS SA DE CV,,Coronango,Puebla,Centro,19.1516,-98.28904
PL/8764/EXP/ES/2015,9624,,SINERGIA DE ENERGETICOS SA DE CV,,Coronango,Puebla,Centro,19.15567,-98.29105
PL/8765/EXP/ES/2015,9776,,"Servicios Integrados del Sureste de Veracruz, S.A",,Minatitlán,Veracruz,Golfo,18.01256,-94.51042
PL/8766/EXP/ES/2015,9412,,"Servicios Integrados del Sureste de Veracruz, S.A",,Tierra Blanca,Veracruz,Golfo,18.65146,-96.28065
PL/8767/EXP/ES/2015,9577,,"Servicios Integrados del Sureste de Veracruz, S.A",,Tierra Blanca,Veracruz,Golfo,18.651,-96.28241
PL/8768/EXP/ES/2015,9565,,GASERVICIO ENCINAS SA DE CV,,Hermosillo,Sonora,Noroeste,29.06933,-110.9706
PL/8769/EXP/ES/2015,9680,,ABASTECEDORA VERACRUZANA SA DE CV,,Boca del Río,Veracruz,Golfo,19.15953,-96.112
PL/877/EXP/ES/2015,2206,,ESTACION DE SERVICIO LEON S DE RL DE CV,,León,Guanajuato,Occidente,21.07652,-101.6518
PL/8770/EXP/ES/2015,9482,,ESTACION DE SERVICIOS PARA AUTOS CIRCUITO SA DE CV,,Venustiano Carranza,Ciudad de México,Centro,19.4407,-99.08578
PL/8771/EXP/ES/2015,9634,,ESTACION DE SERVICIO PARA AUTOS CENTRO SA DE CV,,Cuauhtémoc,Ciudad de México,Centro,19.42038,-99.13423
PL/8772/EXP/ES/2015,9479,,HIDROCARBUROS DEL CARMEN SA DE CV,,Ixtacuixtla de Mariano Matamoros,Tlaxcala,Centro,19.31321,-98.33778
PL/8773/EXP/ES/2015,9398,,OPERADORA CIRCUNVALACION SA DE CV,,Cuauhtémoc,Ciudad de México,Centro,19.4552,-99.16092
PL/8774/EXP/ES/2015,9333,,GRUPO GASOLINERO TRC SA DE CV,,Saltillo,Coahuila,Noreste,25.42716,-100.9885
PL/8775/EXP/ES/2015,9800,,SERVICIOS VAZQUEZ HERMANOS SA DE CV,,Apizaco,Tlaxcala,Centro,19.41689,-98.1469
PL/8776/EXP/ES/2015,9498,,GERMAN DUMAS FELIX SA DE CV,,Cajeme,Sonora,Noroeste,27.49394,-109.9605
PL/8777/EXP/ES/2015,9650,,COMBUSTILAX SA DE CV,,Saltillo,Coahuila,Noreste,25.43416,-100.9919
PL/8778/EXP/ES/2015,9767,,GASOLINERA LOS ENCINOS SA DE CV,,Nogales,Sonora,Noroeste,31.28888,-110.96
PL/8779/EXP/ES/2015,9295,,ESTACION DE SERVICIO PESQUERIA SA DE CV,,Pesquería,Nuevo León,Noreste,25.78736,-100.0397
PL/878/EXP/ES/2015,2558,,ESTACION DE SERVICIO LEON S DE RL DE CV,,León,Guanajuato,Occidente,21.12689,-101.6378
PL/879/EXP/ES/2015,2112,,SERVICIO VEGA ATIZAPAN S DE RL DE CV,,Atizapán de Zaragoza,México,Centro,19.55827,-99.25086
PL/880/EXP/ES/2015,2423,,ESTACION DE SERVICIO LEON S DE RL DE CV,,Pedro Escobedo,Querétaro,Centro,20.46216,-100.0968
PL/881/EXP/ES/2015,2409,,SERVICIO AGUA BRAVA S DE RL DE CV,,Coyoacán,Ciudad de México,Centro,19.30831,-99.13345
PL/882/EXP/ES/2015,2444,,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,,Coyoacán,Ciudad de México,Centro,19.31672,-99.12744
PL/883/EXP/ES/2015,2210,,SERVICIO GASOL SA DE CV,,,Coahuila,Noreste,25.55813,-103.3947
PL/884/EXP/ES/2015,2541,,SERVICIO ZENOTE SA DE CV,,Benito Juárez,Quintana Roo,Sureste,21.15723,-86.86021
PL/885/EXP/ES/2015,2526,,COMBUSTIBLES DE ACAMBARO SA,,Acámbaro,Guanajuato,Occidente,20.01938,-100.7283
PL/886/EXP/ES/2015,2265,,ARY SUPER SERVICIOS II SA DE CV,,Lerdo,Durango,Norte,25.54451,-103.5191
PL/8869/EXP/ES/2015,10139,,ESTACION DE SERVICIO AYUTLA SA DE CV,,Tecoanapa,Guerrero,Sur,16.98975,-99.25061
PL/887/EXP/ES/2015,2056,,GASOLINERA HUITEPEC SA DE CV,,San Cristóbal de las Casas,Chiapas,Sur,16.73187,-92.65437
PL/8870/EXP/ES/2015,10104,,LILIANA CARMONA GUERRERO,,Temoac,Morelos,Centro,18.75744,-98.77985
PL/8871/EXP/ES/2015,10009,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,,San Juan del Río,Querétaro,Centro,20.29376,-99.9258
PL/8872/EXP/ES/2015,10091,,SERVICIO REGIO CUATRO SA DE CV,,Comalcalco,Tabasco,Golfo,18.26939,-93.3137
PL/8873/EXP/ES/2015,10163,,ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL GUAYMAS SA DE CV,,,Sonora,Noroeste,27.92269,-110.8849
PL/8874/EXP/ES/2015,10069,,COMERCIALIZADORA DE HIDROCARBUROS DE LEON SA DE CV,,León,Guanajuato,Occidente,21.13866,-101.6239
PL/8875/EXP/ES/2015,10107,,ANDRES CRUZ JARAMILLO,,Zacazonapan,México,Centro,19.0665,-100.247
PL/8876/EXP/ES/2015,9938,,SERVICIO EL KENO SA DE CV,,Hermosillo,Sonora,Noroeste,29.10737,-110.9921
PL/8877/EXP/ES/2015,9988,,"ROBINMEX, S.A. DE C.V.",,Irapuato,Guanajuato,Occidente,20.66692,-101.3393
PL/8878/EXP/ES/2015,9932,,SERVICIO CHAPLUK SA,,,Baja California,Noroeste,31.85948,-116.6168
PL/8879/EXP/ES/2015,10004,,SERVICIO ANAVE SA DE CV,,Uruapan,Michoacán,Occidente,19.40413,-102.0306
PL/888/EXP/ES/2015,2202,,ESTACION TALLERES S DE RL DE CV,,Benito Juárez,Quintana Roo,Sureste,21.15601,-86.88126
PL/8880/EXP/ES/2015,9990,,SERVICIO JIMAL CENTRO SA DE CV,,Monterrey,Nuevo León,Noreste,25.67642,-100.3317
PL/8881/EXP/ES/2015,9998,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Santa Catarina,Nuevo León,Noreste,25.65621,-100.4496
PL/8882/EXP/ES/2015,10092,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Guadalupe,Nuevo León,Noreste,25.69572,-100.2328
PL/8883/EXP/ES/2015,10101,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Santa Catarina,Nuevo León,Noreste,25.67705,-100.4764
PL/8884/EXP/ES/2015,10160,,HUGO ALBERTO GALVAN GARCIA,,San Fernando,Tamaulipas,Noreste,24.85899,-98.14226
PL/8885/EXP/ES/2015,10189,,ESTACION DE SERVICIO LAJA SA DE CV,,Comonfort,Guanajuato,Occidente,20.71585,-100.7749
PL/8886/EXP/ES/2015,10192,,COMERCIALIZADORA HEGOGAS SA DE CV,,,Puebla,Centro,20.09406,-97.62565
PL/8887/EXP/ES/2015,10151,,SUPER S RAPIDITOS BIP BIP SA DE CV,,Juárez,Chihuahua,Norte,31.62663,-106.3712
PL/8888/EXP/ES/2015,9979,,GASOLINAS ARCAZA SA DE CV,,Guaymas,Sonora,Noroeste,27.92472,-110.9056
PL/8889/EXP/ES/2015,10127,,COMBUSTIBLES Y LUBRICANTES DE CUAUHTEMOC SA DE CV,,Cuencamé,Durango,Norte,24.28775,-103.8102
